Q1,Q2,Q3,Q3_tinder,Q3_bumble,Q3_match,Q3_pof,Q3_okcupid,Q3_hinge,Q3_clover,Q3_grindr,Q3_coffeebean,Q3_meetme,Q3_eharmony,Q3_jda,Q3_aff,Q3_facebook_dating,Q3_never_used,Q5,Q5_short_term,Q5_long_term,Q5_friendship,Q5_validation,Q5_entertainment,Q5_other,Q5_never_used,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Random ID
1,0,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,5,4,4,3,3,5,1,6,6,5,3,4,4,1,6,4,5,5,4,4,4,1,4,29483
5,0,"Match,Plenty of Fish",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends,Entertainment",0,1,1,0,1,0,0,2,1,3,5,5,4,4,6,2,6,6,6,5,5,5,2,4,5,5,3,3,4,5,2,6,18567
3,1,"Tinder,Bumble,Match,Plenty of Fish,OKCupid",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,3,3,3,5,3,4,2,2,2,6,5,5,4,4,5,3,5,5,5,4,5,3,6,2,7,93310
4,1,"Match,Plenty of Fish,Other (please describe)",0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends",1,1,1,0,0,0,0,2,3,5,5,3,5,5,3,2,6,6,6,6,6,5,1,3,5,3,5,5,3,5,3,5,59570
3,1,"Tinder,Match,Plenty of Fish,OKCupid",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,3,5,5,5,4,4,3,1,6,6,6,5,5,4,1,5,5,5,5,5,2,5,1,5,63181
2,0,"Tinder,Plenty of Fish,Grindr",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends",1,1,1,0,0,0,0,2,2,6,7,5,4,5,7,2,7,7,6,5,6,6,4,5,6,5,5,4,2,4,1,6,82023
4,1,"Tinder,Match",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends",0,1,1,0,0,0,0,2,3,6,5,6,6,5,3,3,7,6,7,6,6,6,1,5,3,5,3,3,2,5,1,6,28139
2,0,"Tinder,Plenty of Fish,OKCupid",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends,Entertainment",1,0,1,0,1,0,0,2,3,5,6,6,5,5,5,1,7,7,7,6,6,6,1,5,5,5,5,5,4,7,1,7,99685
2,1,"Tinder,Coffee & Bagel",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,3,3,5,5,5,5,5,5,1,6,5,5,3,3,5,1,5,5,5,2,2,2,2,2,5,17109
3,1,Match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Personal validation,Entertainment",1,1,0,1,1,0,0,1,1,7,7,7,5,6,7,2,7,6,6,5,5,4,2,7,7,7,6,6,7,7,2,7,34041
2,1,Plenty of Fish,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,3,5,4,4,4,4,4,2,6,6,6,5,5,4,5,5,5,5,4,4,4,4,2,5,35478
3,1,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,2,3,1,3,3,4,1,7,7,5,4,4,3,5,2,5,3,3,3,1,4,1,5,57545
4,0,"Match,OKCupid",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends",0,1,1,0,0,0,0,2,3,4,4,3,4,4,2,1,6,6,6,4,4,4,2,6,5,4,4,4,2,2,2,6,61954
4,0,"Tinder,Plenty of Fish,OKCupid",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends",1,0,1,0,0,0,0,1,2,6,5,6,6,6,6,3,6,6,6,5,5,7,3,6,5,5,5,6,7,6,3,3,52661
2,1,"Tinder,Plenty of Fish,OKCupid",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Entertainment",1,1,0,0,1,0,0,2,2,5,3,5,6,6,7,2,7,1,7,6,6,5,3,5,3,5,6,6,3,7,1,7,72121
2,0,"Tinder,Match,OKCupid",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,3,5,3,3,2,2,2,1,6,6,6,3,5,5,1,5,3,3,2,3,2,1,1,4,77207
3,1,"Tinder,OKCupid,Grindr",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,3,5,5,5,5,5,4,2,7,7,7,7,7,4,2,6,6,6,5,5,3,5,1,5,26337
2,0,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,5,5,5,5,5,5,1,7,7,7,7,7,7,2,5,5,5,5,5,3,4,2,7,70931
2,1,"Tinder,Match,Plenty of Fish,OKCupid,Coffee & Bagel",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends",1,1,1,0,0,0,0,2,2,2,5,3,7,6,4,2,7,5,6,6,7,5,2,6,4,4,5,4,2,7,6,6,20166
5,0,"Match,Plenty of Fish,OKCupid",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends,Entertainment",0,1,1,0,1,0,0,3,3,5,5,5,3,5,6,1,7,7,7,6,6,2,1,5,5,5,2,3,6,2,2,2,95238
2,1,"Tinder,OKCupid",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Entertainment",1,0,0,0,1,0,0,1,2,5,5,5,5,5,6,2,7,7,7,6,6,6,3,6,6,6,6,6,6,1,1,5,23854
1,0,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,3,3,2,3,5,5,4,7,6,7,6,6,3,6,6,5,5,5,5,2,1,1,7,56980
2,0,"Tinder,Plenty of Fish",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends",1,1,1,0,0,0,0,2,3,2,5,2,2,2,5,1,6,6,5,2,2,2,2,4,5,3,2,2,2,5,2,6,12254
2,1,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,6,6,6,4,4,5,1,7,7,7,6,6,3,3,5,5,5,3,3,1,1,1,2,33784
2,1,"Tinder,Bumble",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Entertainment",1,1,0,0,1,0,0,2,3,3,4,4,4,3,2,1,7,1,5,4,4,4,2,3,3,3,4,4,1,1,1,1,63878
1,0,"Tinder,Bumble",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends",0,1,1,0,0,0,0,2,2,4,3,5,6,6,4,2,5,5,4,4,5,4,1,5,4,4,4,4,4,3,3,4,64978
2,1,Match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,1,2,5,2,6,2,2,5,1,5,4,2,2,6,4,1,5,,3,3,6,2,2,2,5,48772
2,1,"Tinder,Bumble,Match,Plenty of Fish,Hinge",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,6,6,5,5,5,4,3,6,6,7,6,6,4,2,4,3,4,5,5,2,2,2,7,72367
2,1,"Tinder,Match,OKCupid",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Entertainment",1,0,0,0,1,0,0,3,2,5,3,3,4,3,4,2,5,3,5,3,3,4,2,5,3,3,4,3,5,3,,6,14099
2,1,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,4,4,4,4,4,5,2,6,6,6,6,6,5,2,5,5,5,5,5,5,1,4,5,49614
2,1,"Tinder,Bumble,Match,Plenty of Fish,OKCupid,Hinge,Grindr,Coffee & Bagel",1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends,Entertainment",0,1,1,0,1,0,0,3,2,5,6,6,4,5,4,2,7,7,7,5,5,1,2,5,5,5,4,4,1,7,1,7,27333
3,0,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,5,5,5,3,3,3,1,7,6,6,6,6,2,1,5,5,3,5,5,2,1,1,7,28585
3,1,"Tinder,Bumble,Plenty of Fish,OKCupid",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,5,6,4,4,5,6,2,6,6,6,4,4,5,1,4,4,5,4,4,5,2,2,2,11563
1,0,Grindr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends,I have never used a dating app",0,1,1,0,0,1,0,1,1,6,7,4,5,6,5,2,6,6,5,6,6,5,4,6,5,6,5,7,5,4,6,7,91682
4,1,"Tinder,OKCupid,Grindr",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Finding short-term romantic or sexual relationships,1,0,0,0,0,0,0,2,1,3,5,3,3,3,5,3,6,5,5,3,3,3,4,3,3,3,4,4,5,2,2,2,21499
1,0,Coffee & Bagel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Personal validation,0,0,0,1,0,0,0,2,3,1,4,5,4,5,7,2,5,4,5,6,5,6,2,5,6,5,4,5,6,5,6,5,21687
2,0,"Tinder,Plenty of Fish,OKCupid,Hinge",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,2,3,5,4,4,4,4,5,1,7,7,6,5,5,6,2,6,5,4,3,6,4,3,1,7,82685
3,1,Match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,2,3,6,4,4,3,3,3,2,6,7,6,5,5,4,2,5,4,5,2,2,1,5,1,4,79276
4,1,"Bumble,Match,Plenty of Fish,OKCupid,Hinge",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Other",0,1,0,0,0,0,1,2,4,3,3,3,1,2,1,1,5,5,5,4,4,2,1,5,5,4,4,4,2,2,2,2,94590
1,0,Hinge,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Personal validation,Entertainment",0,0,0,1,1,0,0,3,4,3,3,2,2,2,3,2,5,5,3,3,3,2,1,5,5,5,5,4,3,2,1,5,53618
3,1,"Match,Plenty of Fish,OKCupid",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,2,4,4,5,5,5,3,1,6,6,6,5,6,4,2,3,4,4,4,4,2,4,1,4,44420
3,1,"Tinder,Match",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends",1,0,1,0,0,0,0,1,2,6,6,5,5,5,7,2,5,6,6,5,5,5,1,6,6,6,5,6,5,7,3,6,40862
3,1,"Tinder,Match,Plenty of Fish,OKCupid",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,1,2,6,5,4,2,2,4,2,5,5,4,2,2,3,2,5,5,4,1,1,1,1,1,5,47616
2,0,"Match,Plenty of Fish",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,3,3,5,5,3,2,2,3,2,6,6,5,5,4,3,3,5,6,6,5,5,2,2,1,6,65108
2,0,"Tinder,OKCupid,Hinge",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Personal validation,Entertainment",1,1,0,1,1,0,0,2,2,5,5,5,4,4,5,1,6,6,6,4,4,3,3,3,3,3,4,4,3,2,2,6,18761
1,1,Tinder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,2,3,5,4,5,5,3,5,1,4,5,5,5,5,4,1,5,5,4,5,5,5,5,5,4,41641
3,1,"Match,OKCupid",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,1,2,6,3,4,3,3,5,1,6,6,6,4,4,2,1,5,3,4,2,2,4,4,1,5,11547
3,1,"Tinder,Plenty of Fish,OKCupid",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,5,4,3,4,5,5,2,6,5,5,5,4,6,1,6,5,5,6,5,3,4,2,2,70793
2,1,"Tinder,Hinge,Coffee & Bagel",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,6,5,5,4,4,5,2,7,7,7,5,5,2,2,6,6,5,5,6,1,1,1,6,91592
2,0,"Tinder,Bumble,Match,Plenty of Fish,OKCupid",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends",1,1,1,0,0,0,0,2,2,6,6,6,5,5,6,2,7,7,7,7,7,7,1,6,6,6,5,5,6,7,1,6,30265
2,1,"Tinder,OKCupid,Grindr",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,2,3,4,4,4,3,4,4,1,5,3,5,3,5,2,1,4,5,4,2,4,4,1,1,1,59537
1,0,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,6,6,6,6,6,4,1,7,7,7,7,7,7,1,6,6,6,6,6,5,1,1,5,51081
2,1,"Tinder,Match",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Entertainment,0,0,0,0,1,0,0,3,4,5,4,5,4,3,2,1,6,2,5,3,3,2,1,5,4,4,4,3,2,2,2,4,24087
4,0,"Tinder,OKCupid",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,3,4,3,2,2,2,3,3,1,6,6,6,6,6,6,2,3,3,3,2,2,2,2,1,6,98236
2,1,Grindr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends",1,0,1,0,0,0,0,2,3,4,3,3,4,5,5,4,6,6,6,5,6,6,1,3,3,4,4,4,5,2,2,5,65543
4,1,Match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends",0,1,1,0,0,0,0,2,2,5,3,3,5,4,5,1,6,5,5,4,3,3,2,4,3,3,3,3,2,3,1,5,58937
2,1,Tinder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,3,3,2,3,4,3,5,4,5,6,6,7,6,3,1,3,4,2,4,3,4,5,5,6,22668
5,0,Match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,4,4,5,5,3,2,1,2,1,6,6,5,5,5,2,1,6,6,6,5,5,2,1,1,5,82087
5,1,"Tinder,Hinge,Grindr",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends,Entertainment",1,0,1,0,1,0,0,3,2,5,6,2,5,5,2,1,6,6,7,6,6,4,1,5,5,3,5,5,3,4,2,3,13410
2,1,"Tinder,Bumble,Plenty of Fish,OKCupid,Grindr",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,3,4,5,4,5,5,6,6,3,4,5,6,5,7,7,3,5,5,6,4,5,5,7,5,5,75853
1,0,OKCupid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,4,4,2,2,1,4,4,5,1,6,6,6,4,4,3,1,2,2,2,4,4,1,1,1,1,66679
1,0,"Tinder,OKCupid",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,1,2,6,6,6,5,5,6,2,7,7,7,7,6,5,3,7,7,7,7,6,2,6,3,6,43960
4,0,"Tinder,Bumble",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Making friends,0,0,1,0,0,0,0,3,2,6,5,5,6,6,4,2,6,5,6,4,4,5,3,5,6,5,4,5,6,3,6,6,56785
2,1,"Tinder,Plenty of Fish",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends,Entertainment",1,0,1,0,1,0,0,3,3,5,3,3,2,2,3,1,5,5,2,2,2,1,2,2,2,2,1,1,2,5,5,4,21289
2,1,"Tinder,Bumble,Plenty of Fish,OKCupid",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Finding short-term romantic or sexual relationships,1,0,0,0,0,0,0,4,4,2,2,1,1,1,1,1,7,6,6,5,4,2,1,1,2,2,1,1,1,1,1,1,46451
3,0,"Match,Plenty of Fish",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,2,5,5,4,5,4,3,3,5,5,4,5,4,4,2,4,5,5,4,4,4,5,4,5,10261
2,1,Tinder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Entertainment",1,0,0,0,1,0,0,2,3,5,5,5,1,1,7,2,7,7,7,5,5,7,2,5,5,5,5,5,5,1,1,7,97653
1,1,"Tinder,Plenty of Fish,Hinge",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Making friends,Entertainment",0,0,1,0,1,0,0,3,4,1,2,2,1,3,2,1,6,7,7,6,5,4,5,4,5,3,2,5,1,5,1,7,23002
1,0,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,5,5,4,5,5,4,1,5,6,5,4,4,3,1,5,3,4,5,4,2,4,1,5,52659
2,0,"Tinder,Bumble",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Personal validation,Entertainment",1,1,1,1,1,0,0,2,2,5,5,5,4,4,6,2,6,6,6,5,5,1,1,6,6,6,6,6,6,4,4,6,61798
3,1,"Tinder,Bumble,Plenty of Fish,OKCupid",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends,Entertainment",1,1,1,0,1,0,0,3,3,5,4,5,3,3,6,2,6,6,6,3,3,3,3,5,5,5,3,3,5,2,2,2,16838
2,1,Clover,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Making friends,0,0,1,0,0,0,0,3,2,6,5,6,4,6,5,2,5,4,6,2,5,4,2,6,5,6,3,6,5,6,3,5,89342
3,1,Match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,2,5,5,5,5,6,3,2,6,7,6,6,6,5,1,5,5,4,4,5,3,3,2,5,66668
3,1,I have never used a dating app,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I have never used a dating app,0,0,0,0,0,1,0,5,5,5,5,5,5,5,3,1,5,6,5,5,5,3,1,5,5,5,5,5,3,2,2,2,93867
2,1,Tinder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,3,3,6,6,6,6,6,7,2,7,3,5,5,6,6,2,5,5,4,3,3,1,1,1,6,68028
3,1,"Tinder,Bumble,Match,Plenty of Fish",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,3,3,4,2,4,3,6,2,6,6,6,4,5,3,1,3,5,4,2,2,1,4,2,2,49820
2,1,"Tinder,OKCupid,Hinge,Grindr",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,3,5,5,4,5,5,2,1,6,6,6,6,6,2,1,4,4,4,4,4,1,6,1,2,90601
1,1,"Tinder,Match",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends",0,1,1,0,0,0,0,2,2,6,6,6,7,7,7,4,6,6,7,7,7,7,6,7,7,7,7,7,7,5,5,5,69553
1,1,"Tinder,Bumble",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Personal validation,Entertainment",1,0,0,1,1,0,0,2,2,4,4,4,3,3,4,4,5,5,5,4,4,4,4,5,5,5,4,4,4,5,3,4,52470
1,1,"Tinder,Bumble,Match,Clover",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,1,3,2,2,2,4,3,1,1,7,4,6,5,6,5,2,4,5,3,3,5,1,1,1,6,67310
2,1,"Tinder,Match,Plenty of Fish",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends",1,0,1,0,0,0,0,3,3,5,5,5,4,4,6,2,6,5,5,4,4,6,3,5,4,4,4,4,5,6,3,6,27352
2,1,Tinder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,3,5,6,4,3,2,2,1,6,5,5,7,7,5,2,2,3,1,4,2,1,5,2,7,48118
2,0,"Tinder,Bumble,Match,Plenty of Fish,OKCupid,Hinge",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends",0,1,1,0,0,0,0,1,2,6,6,5,3,5,5,2,6,6,5,5,5,5,1,5,5,5,5,3,5,5,5,5,30329
2,0,Tinder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Making friends",1,1,1,0,0,0,0,2,2,6,5,5,5,5,4,1,6,6,5,5,5,3,2,5,5,5,4,5,2,6,6,6,76570
2,1,"Tinder,Grindr",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Making friends,Personal validation,Entertainment",1,0,1,1,1,0,0,2,2,3,3,1,3,2,5,2,6,6,6,4,4,3,5,3,3,3,3,3,4,6,2,6,26190
2,1,"Match,Coffee & Bagel",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships,Entertainment",1,1,0,0,1,0,0,3,4,5,6,5,5,6,5,3,5,4,6,5,6,5,3,5,6,5,6,5,5,4,5,6,97871
2,1,"Tinder,Match,Plenty of Fish",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,4,2,2,3,3,2,1,6,5,5,3,3,4,2,5,4,5,3,4,2,2,1,5,16241
3,0,"Tinder,Bumble,Match,Plenty of Fish,OKCupid,Hinge",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,2,3,5,5,3,1,1,2,1,6,6,5,1,1,1,4,5,5,3,1,1,1,2,1,6,44060
1,0,"Tinder,Bumble,Hinge",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Entertainment",1,0,0,0,1,0,0,2,2,5,5,5,4,4,5,3,7,6,7,7,7,5,1,3,2,2,1,1,4,1,1,2,82655
3,0,"OKCupid,Other (please describe)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,3,3,2,2,1,1,1,2,1,6,6,6,5,4,4,2,5,5,4,3,3,6,1,1,5,84796
3,1,"Tinder,Plenty of Fish,OKCupid,Grindr",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,7,1,7,5,5,7,1,7,5,5,5,5,7,6,7,5,6,6,6,6,2,1,5,98179
2,0,"Tinder,Bumble,Other (please describe)",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"Finding long-term romantic or sexual relationships,Making friends,Personal validation",0,1,1,1,0,0,0,1,3,3,6,4,3,3,7,3,6,7,5,7,7,6,2,6,5,2,3,6,2,6,1,5,84147
2,1,"Tinder,Plenty of Fish,OKCupid",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Entertainment,0,0,0,0,1,0,0,3,4,5,3,3,3,3,3,1,5,5,5,5,5,5,1,5,5,5,5,5,3,3,5,5,66431
2,0,Plenty of Fish,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Finding long-term romantic or sexual relationships,0,1,0,0,0,0,0,3,3,5,4,4,3,4,5,2,5,5,5,4,4,3,1,4,4,4,4,4,3,6,4,6,29441
3,1,"Match,Plenty of Fish",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finding long-term romantic or sexual relationships,Making friends,Entertainment",0,1,1,0,1,0,0,3,3,5,5,4,6,5,3,2,6,6,5,6,6,5,2,5,5,3,5,5,2,3,1,5,54453
2,1,"Tinder,Plenty of Fish,OKCupid",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Finding short-term romantic or sexual relationships,Finding long-term romantic or sexual relationships",1,1,0,0,0,0,0,2,2,6,6,7,6,7,6,3,6,6,6,5,5,5,5,7,7,7,7,7,4,4,5,5,82035
